HA	-0.7057337
AQ	1.5863359
PS	4.5810347
(1)	5.4623914
TZ	5.5241714
F9	5.863973
NW	6.056372
(1)	6.1925693
OO	7.064363
US	7.5152364
TW	7.637448
CO	7.649923
DL	7.6587405
9E	7.8405423
AA	8.081749
HP	8.179948
AS	8.2222805
EA	8.291596
XE	8.341302
WN	9.020674
PI	9.161199
OH	9.198517
MQ	9.425656
DH	9.612037
UA	9.985377
FL	10.290299
B6	11.085412
YV	12.927161
EV	13.515167
